Name	Gene	Distance
chr21:33010698-33011198	OLIG1	[59193]
chr21:33011336-33011836	OLIG1	[58555]
chr21:33014984-33015484	OLIG1	[54907]
chr21:33019108-33019608	OLIG1	[50783]
chr21:33020013-33020513	OLIG1	[49878]
chr21:33021009-33021509	OLIG1	[48882]
chr21:33022808-33023308	OLIG1	[47083]
chr21:33023491-33023991	OLIG1	[46400]
chr21:33024292-33024792	OLIG1	[45599]
chr21:33026008-33026508	OLIG1	[43883]
chr21:33027209-33027709	OLIG1	[42682]
chr21:33027942-33028442	OLIG1	[41949]
chr21:33028834-33029334	OLIG1	[41057]
chr21:33032065-33032565	OLIG1	[37826]
chr21:33033186-33033686	OLIG1	[36705]
chr21:33034913-33035413	OLIG1	[34978]
chr21:33036368-33036868	OLIG1	[33523]
chr21:33037358-33037858	OLIG1	[32533]
chr21:33041714-33042214	OLIG1	[28177]
chr21:33044199-33044699	OLIG1	[25692]
chr21:33047458-33047958	OLIG1	[22433]
chr21:33053893-33054393	OLIG1	[15998]
chr21:33056015-33056515	OLIG1	[13876]
chr21:33057396-33057896	OLIG1	[12495]
chr21:33058779-33059279	OLIG1	[11112]
chr21:33059352-33059852	OLIG1	[10539]
chr21:33059944-33060444	OLIG1	[9947]
chr21:33061506-33062006	OLIG1	[8385]
chr21:33064528-33065028	OLIG1	[5363]
chr21:33066288-33066788	OLIG1	[3603]
chr21:33067393-33067893	OLIG1	[2498]
chr21:33069861-33070361	OLIG1	[30]
chr21:33071178-33071678	OLIG1	[0]
chr21:33071840-33072340	OLIG1	[0]
chr21:33077437-33077937	OLIG1	[-5274]
chr21:33078930-33079430	OLIG1	[-6767]
chr21:33080702-33081202	OLIG1	[-8539]
chr21:33083815-33084315	OLIG1	[-11652]
chr21:33088721-33089221	OLIG1	[-16558]
chr21:33089390-33089890	OLIG1	[-17227]
chr21:33094887-33095387	OLIG1	[-22724]
chr21:33096393-33096893	OLIG1	[-24230]
chr21:33099076-33099576	OLIG1	[-26913]
chr21:33101189-33101689	OLIG1	[-29026]
chr21:33104292-33104792	OLIG1	[-32129]
chr21:33109714-33110214	OLIG1	[-37551]
chr21:33116584-33117084	OLIG1	[-44421]
chr21:33123689-33124189	OLIG1	[-51526]
chr21:33124793-33125293	OLIG1	[-52630]
chr21:33127214-33127714	OLIG1	[-55051]
chr21:33132048-33132548	OLIG1	[-59885]
chr21:33138867-33139367	OLIG1	[-66704]
chr21:33139624-33140124	OLIG1	[-67461]
chr21:33142590-33143090	OLIG1	[-70427]
chr21:33152033-33152533	OLIG1	[-79870]
chr21:33162760-33163260	OLIG1	[-90597]
chr21:33167466-33167966	OLIG1	[-95303]
chr21:33169341-33169841	OLIG1	[-97178]
chr21:33174358-33174858	OLIG1	[-102195]
chr21:33175808-33176308	OLIG1	[-103645]
chr21:33178825-33179325	OLIG1	[-106662]
chr21:33185785-33186285	OLIG1	[-113622]
chr21:33190166-33190666	OLIG1	[-118003]
chr21:33191403-33191903	OLIG1	[-119240]
chr21:33196781-33197281	OLIG1	[-124618]
chr21:33198646-33199146	OLIG1	[-126483]
chr21:33199740-33200240	OLIG1	[-127577]
chr21:33201962-33202462	OLIG1	[-129799]
chr21:33202554-33203054	OLIG1	[-130391]
chr21:33203758-33204258	OLIG1	[-131595]
chr21:33205050-33205550	OLIG1	[-132887]
chr21:33206869-33207369	OLIG1	[-134706]
chr21:33207719-33208219	OLIG1	[-135556]
chr21:33212157-33212657	OLIG1	[-139994]
chr21:33213972-33214472	OLIG1	[-141809]
chr21:33215542-33216042	OLIG1	[-143379]
chr21:33217882-33218382	OLIG1	[-145719]
chr21:33218804-33219304	OLIG1	[-146641]
chr21:33219883-33220383	OLIG1	[-147720]
chr21:33221983-33222483	OLIG1	[-149820]
chr21:42827808-42828308	PKNOX1	[146270]
chr21:42829423-42829923	PKNOX1	[144655]
chr21:42830936-42831436	PKNOX1	[143142]
chr21:42831925-42832425	PKNOX1	[142153]
chr21:42832750-42833250	PKNOX1	[141328]
chr21:42833285-42833785	PKNOX1	[140793]
chr21:42834694-42835194	PKNOX1	[139384]
chr21:42837517-42838017	PKNOX1	[136561]
chr21:42839211-42839711	PKNOX1	[134867]
chr21:42850394-42850894	PKNOX1	[123684]
chr21:42854894-42855394	PKNOX1	[119184]
chr21:42856957-42857457	PKNOX1	[117121]
chr21:42862427-42862927	PKNOX1	[111651]
chr21:42874288-42874788	PKNOX1	[99790]
chr21:42875882-42876382	PKNOX1	[98196]
chr21:42878098-42878598	PKNOX1	[95980]
chr21:42879349-42879849	PKNOX1	[94729]
chr21:42880673-42881173	PKNOX1	[93405]
chr21:42881829-42882329	PKNOX1	[92249]
chr21:42887336-42887836	PKNOX1	[86742]
chr21:42890679-42891179	PKNOX1	[83399]
chr21:42892005-42892505	PKNOX1	[82073]
chr21:42892981-42893481	PKNOX1	[81097]
chr21:42894720-42895220	PKNOX1	[79358]
chr21:42895921-42896421	PKNOX1	[78157]
chr21:42897425-42897925	PKNOX1	[76653]
chr21:42898859-42899359	PKNOX1	[75219]
chr21:42901383-42901883	PKNOX1	[72695]
chr21:42904663-42905163	PKNOX1	[69415]
chr21:42906699-42907199	PKNOX1	[67379]
chr21:42910795-42911295	PKNOX1	[63283]
chr21:42914220-42914720	PKNOX1	[59858]
chr21:42923814-42924314	PKNOX1	[50264]
chr21:42925400-42925900	PKNOX1	[48678]
chr21:42932460-42932960	PKNOX1	[41618]
chr21:42936877-42937377	PKNOX1	[37201]
chr21:42938364-42938864	PKNOX1	[35714]
chr21:42941884-42942384	PKNOX1	[32194]
chr21:42949152-42949652	PKNOX1	[24926]
chr21:42951355-42951855	PKNOX1	[22723]
chr21:42952420-42952920	PKNOX1	[21658]
chr21:42958976-42959476	PKNOX1	[15102]
chr21:42966328-42966828	PKNOX1	[7750]
chr21:42967687-42968187	PKNOX1	[6391]
chr21:42968294-42968794	PKNOX1	[5784]
chr21:42968827-42969327	PKNOX1	[5251]
chr21:42969804-42970304	PKNOX1	[4274]
chr21:42971799-42972299	PKNOX1	[2279]
chr21:42974204-42974704	PKNOX1	[0]
chr21:42976197-42976697	PKNOX1	[0]
chr21:42976875-42977375	PKNOX1	[0]
chr21:42977740-42978240	PKNOX1	[0]
chr21:42979479-42979979	PKNOX1	[0]
chr21:42980748-42981248	PKNOX1	[0]
chr21:42981840-42982340	PKNOX1	[0]
chr21:42983056-42983556	PKNOX1	[0]
chr21:42984690-42985190	PKNOX1	[0]
chr21:42989831-42990331	PKNOX1	[0]
chr21:42997973-42998473	PKNOX1	[0]
chr21:43001231-43001731	PKNOX1	[0]
chr21:43014234-43014734	PKNOX1	[0]
chr21:43015761-43016261	PKNOX1	[0]
chr21:43018327-43018827	PKNOX1	[0]
chr21:43021666-43022166	PKNOX1	[0]
chr21:43026560-43027060	PKNOX1	[0]
chr21:43029903-43030403	PKNOX1	[0]
chr21:43030784-43031284	PKNOX1	[0]
chr21:43036851-43037351	PKNOX1	[-2607]
chr21:43038118-43038618	PKNOX1	[-3874]
chr21:43044589-43045089	PKNOX1	[-10345]
chr21:43045145-43045645	PKNOX1	[-10901]
chr21:43045732-43046232	PKNOX1	[-11488]
chr21:43076589-43077089	PKNOX1	[-42345]
chr21:43137665-43138165	PKNOX1	[-103421]
chr21:43173002-43173502	PKNOX1	[-138758]
chr21:36552892-36553392	SIM2	[145962]
chr21:36555009-36555509	SIM2	[143845]
chr21:36584913-36585413	SIM2	[113941]
chr21:36587835-36588335	SIM2	[111019]
chr21:36589284-36589784	SIM2	[109570]
chr21:36590757-36591257	SIM2	[108097]
chr21:36592646-36593146	SIM2	[106208]
chr21:36594172-36594672	SIM2	[104682]
chr21:36600324-36600824	SIM2	[98530]
chr21:36603185-36603685	SIM2	[95669]
chr21:36612883-36613383	SIM2	[85971]
chr21:36630678-36631178	SIM2	[68176]
chr21:36643289-36643789	SIM2	[55565]
chr21:36644961-36645461	SIM2	[53893]
chr21:36658368-36658868	SIM2	[40486]
chr21:36674390-36674890	SIM2	[24464]
chr21:36695832-36696332	SIM2	[3022]
chr21:36699264-36699764	SIM2	[0]
chr21:36700735-36701235	SIM2	[0]
chr21:36702056-36702556	SIM2	[0]
chr21:36706210-36706710	SIM2	[0]
chr21:36710103-36710603	SIM2	[0]
chr21:36719070-36719570	SIM2	[0]
chr21:36723926-36724426	SIM2	[0]
chr21:36735022-36735522	SIM2	[0]
chr21:36738044-36738544	SIM2	[0]
chr21:36745949-36746449	SIM2	[0]
chr21:36747637-36748137	SIM2	[0]
chr21:36760585-36761085	SIM2	[-9700]
chr21:36768098-36768598	SIM2	[-17213]
chr21:36795837-36796337	SIM2	[-44952]
chr21:36829886-36830386	SIM2	[-79001]
chr21:36836877-36837377	SIM2	[-85992]
chr21:36838520-36839020	SIM2	[-87635]
chr21:36852357-36852857	SIM2	[-101472]
chr21:36860068-36860568	SIM2	[-109183]
chr21:36870732-36871232	SIM2	[-119847]
chr21:36886769-36887269	SIM2	[-135884]
chr21:31509351-31509851	SOD1	[150016]
chr21:31514336-31514836	SOD1	[145031]
chr21:31515410-31515910	SOD1	[143957]
chr21:31516209-31516709	SOD1	[143158]
chr21:31520037-31520537	SOD1	[139330]
chr21:31523389-31523889	SOD1	[135978]
chr21:31524732-31525232	SOD1	[134635]
chr21:31525710-31526210	SOD1	[133657]
chr21:31546134-31546634	SOD1	[113233]
chr21:31551270-31551770	SOD1	[108097]
chr21:31554613-31555113	SOD1	[104754]
chr21:31555570-31556070	SOD1	[103797]
chr21:31557520-31558020	SOD1	[101847]
chr21:31558066-31558566	SOD1	[101301]
chr21:31558953-31559453	SOD1	[100414]
chr21:31560811-31561311	SOD1	[98556]
chr21:31562036-31562536	SOD1	[97331]
chr21:31565455-31565955	SOD1	[93912]
chr21:31569079-31569579	SOD1	[90288]
chr21:31577163-31577663	SOD1	[82204]
chr21:31578261-31578761	SOD1	[81106]
chr21:31580741-31581241	SOD1	[78626]
chr21:31586050-31586550	SOD1	[73317]
chr21:31592456-31592956	SOD1	[66911]
chr21:31597479-31597979	SOD1	[61888]
chr21:31602124-31602624	SOD1	[57243]
chr21:31604538-31605038	SOD1	[54829]
chr21:31612917-31613417	SOD1	[46450]
chr21:31617725-31618225	SOD1	[41642]
chr21:31619710-31620210	SOD1	[39657]
chr21:31620292-31620792	SOD1	[39075]
chr21:31625817-31626317	SOD1	[33550]
chr21:31628778-31629278	SOD1	[30589]
chr21:31633397-31633897	SOD1	[25970]
chr21:31641282-31641782	SOD1	[18085]
chr21:31642983-31643483	SOD1	[16384]
chr21:31649835-31650335	SOD1	[9532]
chr21:31654522-31655022	SOD1	[4845]
chr21:31655081-31655581	SOD1	[4286]
chr21:31659370-31659870	SOD1	[0]
chr21:31661350-31661850	SOD1	[0]
chr21:31662241-31662741	SOD1	[0]
chr21:31664697-31665197	SOD1	[0]
chr21:31665339-31665839	SOD1	[0]
chr21:31670036-31670536	SOD1	[-1355]
chr21:31675841-31676341	SOD1	[-7160]
chr21:31678383-31678883	SOD1	[-9702]
chr21:31691021-31691521	SOD1	[-22340]
chr21:31694090-31694590	SOD1	[-25409]
chr21:31697278-31697778	SOD1	[-28597]
chr21:31699771-31700271	SOD1	[-31090]
chr21:31702091-31702591	SOD1	[-33410]
chr21:31703512-31704012	SOD1	[-34831]
chr21:31708471-31708971	SOD1	[-39790]
chr21:31709077-31709577	SOD1	[-40396]
chr21:31711315-31711815	SOD1	[-42634]
chr21:31712058-31712558	SOD1	[-43377]
chr21:31713926-31714426	SOD1	[-45245]
chr21:31717833-31718333	SOD1	[-49152]
chr21:31719525-31720025	SOD1	[-50844]
chr21:31721372-31721872	SOD1	[-52691]
chr21:31725120-31725620	SOD1	[-56439]
chr21:31728975-31729475	SOD1	[-60294]
chr21:31730344-31730844	SOD1	[-61663]
chr21:31731213-31731713	SOD1	[-62532]
chr21:31731937-31732437	SOD1	[-63256]
chr21:31739687-31740187	SOD1	[-71006]
chr21:31744185-31744685	SOD1	[-75504]
chr21:31745359-31745859	SOD1	[-76678]
chr21:31747341-31747841	SOD1	[-78660]
chr21:31752649-31753149	SOD1	[-83968]
chr21:31767024-31767524	SOD1	[-98343]
chr21:31772587-31773087	SOD1	[-103906]
chr21:31773797-31774297	SOD1	[-105116]
chr21:31776193-31776693	SOD1	[-107512]
chr21:31776801-31777301	SOD1	[-108120]
chr21:31777468-31777968	SOD1	[-108787]
chr21:31781691-31782191	SOD1	[-113010]
chr21:31783221-31783721	SOD1	[-114540]
chr21:31787503-31788003	SOD1	[-118822]
chr21:31791195-31791695	SOD1	[-122514]
chr21:31797246-31797746	SOD1	[-128565]
chr21:31799614-31800114	SOD1	[-130933]
chr21:31809392-31809892	SOD1	[-140711]
chr21:10420069-10420569	TPTE	[101234]
chr21:10425974-10426474	TPTE	[95329]
chr21:10427694-10428194	TPTE	[93609]
chr21:10429224-10429724	TPTE	[92079]
chr21:10432411-10432911	TPTE	[88892]
chr21:10447168-10447668	TPTE	[74135]
chr21:10456319-10456819	TPTE	[64984]
chr21:10465813-10466313	TPTE	[55490]
chr21:10481330-10481830	TPTE	[39973]
chr21:10488907-10489407	TPTE	[32396]
chr21:10520543-10521043	TPTE	[760]
chr21:10556004-10556504	TPTE	[0]
chr21:10561111-10561611	TPTE	[0]
chr21:10572988-10573488	TPTE	[0]
chr21:10579616-10580116	TPTE	[0]
chr21:10581421-10581921	TPTE	[0]
chr21:10605497-10605997	TPTE	[0]
chr21:10611717-10612217	TPTE	[-5827]
chr21:10616033-10616533	TPTE	[-10143]
chr21:10631142-10631642	TPTE	[-25252]
chr21:10678632-10679132	TPTE	[-72742]
chr21:10679158-10679658	TPTE	[-73268]
chr21:10695720-10696220	TPTE	[-89830]
chr21:10703977-10704477	TPTE	[-98087]
chr21:10705608-10706108	TPTE	[-99718]
chr21:10710574-10711074	TPTE	[-104684]
chr21:10747605-10748105	TPTE	[-141715]
chr21:10748420-10748920	TPTE	[-142530]
chr21:46142467-46142967	YBEY	[143114]
chr21:46143511-46144011	YBEY	[142070]
chr21:46144945-46145445	YBEY	[140636]
chr21:46147346-46147846	YBEY	[138235]
chr21:46152604-46153104	YBEY	[132977]
chr21:46153154-46153654	YBEY	[132427]
chr21:46156004-46156504	YBEY	[129577]
chr21:46168129-46168629	YBEY	[117452]
chr21:46170575-46171075	YBEY	[115006]
chr21:46171969-46172469	YBEY	[113612]
chr21:46180479-46180979	YBEY	[105102]
chr21:46181923-46182423	YBEY	[103658]
chr21:46183084-46183584	YBEY	[102497]
chr21:46184106-46184606	YBEY	[101475]
chr21:46184663-46185163	YBEY	[100918]
chr21:46186121-46186621	YBEY	[99460]
chr21:46188421-46188921	YBEY	[97160]
chr21:46189140-46189640	YBEY	[96441]
chr21:46189963-46190463	YBEY	[95618]
chr21:46193779-46194279	YBEY	[91802]
chr21:46196183-46196683	YBEY	[89398]
chr21:46197950-46198450	YBEY	[87631]
chr21:46202697-46203197	YBEY	[82884]
chr21:46205783-46206283	YBEY	[79798]
chr21:46207772-46208272	YBEY	[77809]
chr21:46212961-46213461	YBEY	[72620]
chr21:46215770-46216270	YBEY	[69811]
chr21:46217547-46218047	YBEY	[68034]
chr21:46219086-46219586	YBEY	[66495]
chr21:46220375-46220875	YBEY	[65206]
chr21:46225080-46225580	YBEY	[60501]
chr21:46226003-46226503	YBEY	[59578]
chr21:46227051-46227551	YBEY	[58530]
chr21:46227891-46228391	YBEY	[57690]
chr21:46228697-46229197	YBEY	[56884]
chr21:46230231-46230731	YBEY	[55350]
chr21:46237365-46237865	YBEY	[48216]
chr21:46238911-46239411	YBEY	[46670]
chr21:46240774-46241274	YBEY	[44807]
chr21:46242204-46242704	YBEY	[43377]
chr21:46245193-46245693	YBEY	[40388]
chr21:46250246-46250746	YBEY	[35335]
chr21:46253672-46254172	YBEY	[31909]
chr21:46255069-46255569	YBEY	[30512]
chr21:46265025-46265525	YBEY	[20556]
chr21:46265713-46266213	YBEY	[19868]
chr21:46268215-46268715	YBEY	[17366]
chr21:46269116-46269616	YBEY	[16465]
chr21:46277210-46277710	YBEY	[8371]
chr21:46278831-46279331	YBEY	[6750]
chr21:46283987-46284487	YBEY	[1594]
chr21:46284713-46285213	YBEY	[868]
chr21:46286071-46286571	YBEY	[0]
chr21:46287473-46287973	YBEY	[0]
chr21:46288348-46288848	YBEY	[0]
chr21:46291362-46291862	YBEY	[0]
chr21:46294872-46295372	YBEY	[0]
chr21:46295449-46295949	YBEY	[0]
chr21:46296275-46296775	YBEY	[0]
chr21:46297305-46297805	YBEY	[0]
chr21:46297886-46298386	YBEY	[0]
chr21:46298559-46299059	YBEY	[0]
chr21:46300879-46301379	YBEY	[0]
chr21:46301779-46302279	YBEY	[0]
chr21:46303030-46303530	YBEY	[0]
chr21:46304850-46305350	YBEY	[0]
chr21:46310772-46311272	YBEY	[0]
chr21:46314052-46314552	YBEY	[-1001]
chr21:46317499-46317999	YBEY	[-4448]
chr21:46318397-46318897	YBEY	[-5346]
chr21:46319225-46319725	YBEY	[-6174]
chr21:46320309-46320809	YBEY	[-7258]
chr21:46321550-46322050	YBEY	[-8499]
chr21:46322717-46323217	YBEY	[-9666]
chr21:46323783-46324283	YBEY	[-10732]
chr21:46326131-46326631	YBEY	[-13080]
chr21:46331359-46331859	YBEY	[-18308]
chr21:46338705-46339205	YBEY	[-25654]
chr21:46341341-46341841	YBEY	[-28290]
chr21:46346021-46346521	YBEY	[-32970]
chr21:46347665-46348165	YBEY	[-34614]
chr21:46351742-46352242	YBEY	[-38691]
chr21:46355067-46355567	YBEY	[-42016]
chr21:46356183-46356683	YBEY	[-43132]
chr21:46362355-46362855	YBEY	[-49304]
chr21:46365889-46366389	YBEY	[-52838]
chr21:46366709-46367209	YBEY	[-53658]
chr21:46368715-46369215	YBEY	[-55664]
chr21:46369540-46370040	YBEY	[-56489]
chr21:46374336-46374836	YBEY	[-61285]
chr21:46380357-46380857	YBEY	[-67306]
chr21:46386214-46386714	YBEY	[-73163]
chr21:46388417-46388917	YBEY	[-75366]
chr21:46393731-46394231	YBEY	[-80680]
chr21:46398041-46398541	YBEY	[-84990]
chr21:46401007-46401507	YBEY	[-87956]
chr21:46405584-46406084	YBEY	[-92533]
chr21:46406251-46406751	YBEY	[-93200]
chr21:46409748-46410248	YBEY	[-96697]
chr21:46410830-46411330	YBEY	[-97779]
chr21:46411507-46412007	YBEY	[-98456]
chr21:46413539-46414039	YBEY	[-100488]
chr21:46423166-46423666	YBEY	[-110115]
chr21:46424530-46425030	YBEY	[-111479]
chr21:46425539-46426039	YBEY	[-112488]
chr21:46426536-46427036	YBEY	[-113485]
chr21:46430248-46430748	YBEY	[-117197]
chr21:46431956-46432456	YBEY	[-118905]
chr21:46434699-46435199	YBEY	[-121648]
chr21:46436234-46436734	YBEY	[-123183]
chr21:46437005-46437505	YBEY	[-123954]
chr21:46438075-46438575	YBEY	[-125024]
chr21:46442243-46442743	YBEY	[-129192]
chr21:46443615-46444115	YBEY	[-130564]
chr21:46446199-46446699	YBEY	[-133148]
chr21:46450490-46450990	YBEY	[-137439]
chr21:46451532-46452032	YBEY	[-138481]
chr21:46456868-46457368	YBEY	[-143817]
chr21:46458596-46459096	YBEY	[-145545]
chr21:46459585-46460085	YBEY	[-146534]
chr21:46460933-46461433	YBEY	[-147882]
chr21:46463035-46463535	YBEY	[-149984]
chr21:26366032-26366532	CYYR1	[-99927]
chr21:26367801-26368301	CYYR1	[-98158]
chr21:26385643-26386143	CYYR1	[-80316]
chr21:26390219-26390719	CYYR1	[-75740]
chr21:26397436-26397936	CYYR1	[-68523]
chr21:26402884-26403384	CYYR1	[-63075]
chr21:26424648-26425148	CYYR1	[-41311]
chr21:26437340-26437840	CYYR1	[-28619]
chr21:26438922-26439422	CYYR1	[-27037]
chr21:26444608-26445108	CYYR1	[-21351]
chr21:26457964-26458464	CYYR1	[-7995]
chr21:26504383-26504883	CYYR1	[0]
chr21:26513228-26513728	CYYR1	[0]
chr21:26514566-26515066	CYYR1	[0]
chr21:26519337-26519837	CYYR1	[0]
chr21:26545143-26545643	CYYR1	[0]
chr21:26546668-26547168	CYYR1	[0]
chr21:26553684-26554184	CYYR1	[0]
chr21:26565082-26565582	CYYR1	[0]
chr21:26570068-26570568	CYYR1	[0]
chr21:26572489-26572989	CYYR1	[0]
chr21:26578667-26579167	CYYR1	[5603]
chr21:26593668-26594168	CYYR1	[20604]
chr21:26603566-26604066	CYYR1	[30502]
chr21:26607539-26608039	CYYR1	[34475]
chr21:26614249-26614749	CYYR1	[41185]
chr21:26624920-26625420	CYYR1	[51856]
chr21:26633028-26633528	CYYR1	[59964]
chr21:26677475-26677975	CYYR1	[104411]
chr21:26679775-26680275	CYYR1	[106711]
chr21:26702450-26702950	CYYR1	[129386]
chr21:26703088-26703588	CYYR1	[130024]
chr21:26717229-26717729	CYYR1	[144165]
chr21:26719041-26719541	CYYR1	[145977]
chr21:38241981-38242481	ERG	[-137796]
chr21:38244037-38244537	ERG	[-135740]
chr21:38244825-38245325	ERG	[-134952]
chr21:38246440-38246940	ERG	[-133337]
chr21:38250864-38251364	ERG	[-128913]
chr21:38253075-38253575	ERG	[-126702]
chr21:38254334-38254834	ERG	[-125443]
chr21:38255629-38256129	ERG	[-124148]
chr21:38257584-38258084	ERG	[-122193]
chr21:38258556-38259056	ERG	[-121221]
chr21:38262030-38262530	ERG	[-117747]
chr21:38269649-38270149	ERG	[-110128]
chr21:38274076-38274576	ERG	[-105701]
chr21:38275278-38275778	ERG	[-104499]
chr21:38276843-38277343	ERG	[-102934]
chr21:38277414-38277914	ERG	[-102363]
chr21:38279335-38279835	ERG	[-100442]
chr21:38280424-38280924	ERG	[-99353]
chr21:38282175-38282675	ERG	[-97602]
chr21:38282902-38283402	ERG	[-96875]
chr21:38283662-38284162	ERG	[-96115]
chr21:38287314-38287814	ERG	[-92463]
chr21:38289015-38289515	ERG	[-90762]
chr21:38289666-38290166	ERG	[-90111]
chr21:38291823-38292323	ERG	[-87954]
chr21:38292400-38292900	ERG	[-87377]
chr21:38293156-38293656	ERG	[-86621]
chr21:38293999-38294499	ERG	[-85778]
chr21:38296356-38296856	ERG	[-83421]
chr21:38296891-38297391	ERG	[-82886]
chr21:38299645-38300145	ERG	[-80132]
chr21:38300251-38300751	ERG	[-79526]
chr21:38306286-38306786	ERG	[-73491]
chr21:38310490-38310990	ERG	[-69287]
chr21:38311472-38311972	ERG	[-68305]
chr21:38313505-38314005	ERG	[-66272]
chr21:38323694-38324194	ERG	[-56083]
chr21:38325091-38325591	ERG	[-54686]
chr21:38326427-38326927	ERG	[-53350]
chr21:38329058-38329558	ERG	[-50719]
chr21:38330908-38331408	ERG	[-48869]
chr21:38341947-38342447	ERG	[-37830]
chr21:38346755-38347255	ERG	[-33022]
chr21:38350823-38351323	ERG	[-28954]
chr21:38351923-38352423	ERG	[-27854]
chr21:38352514-38353014	ERG	[-27263]
chr21:38355923-38356423	ERG	[-23854]
chr21:38362653-38363153	ERG	[-17124]
chr21:38376190-38376690	ERG	[-3587]
chr21:38384617-38385117	ERG	[0]
chr21:38386941-38387441	ERG	[0]
chr21:38397821-38398321	ERG	[0]
chr21:38398460-38398960	ERG	[0]
chr21:38401282-38401782	ERG	[0]
chr21:38408929-38409429	ERG	[0]
chr21:38411400-38411900	ERG	[0]
chr21:38424277-38424777	ERG	[0]
chr21:38427892-38428392	ERG	[0]
chr21:38434096-38434596	ERG	[0]
chr21:38436273-38436773	ERG	[0]
chr21:38437535-38438035	ERG	[0]
chr21:38438472-38438972	ERG	[0]
chr21:38439940-38440440	ERG	[0]
chr21:38444371-38444871	ERG	[0]
chr21:38451423-38451923	ERG	[0]
chr21:38467293-38467793	ERG	[0]
chr21:38468360-38468860	ERG	[0]
chr21:38472414-38472914	ERG	[0]
chr21:38475971-38476471	ERG	[0]
chr21:38477088-38477588	ERG	[0]
chr21:38478662-38479162	ERG	[0]
chr21:38486718-38487218	ERG	[0]
chr21:38493861-38494361	ERG	[0]
chr21:38496285-38496785	ERG	[0]
chr21:38497455-38497955	ERG	[0]
chr21:38498038-38498538	ERG	[0]
chr21:38498621-38499121	ERG	[0]
chr21:38501926-38502426	ERG	[0]
chr21:38506585-38507085	ERG	[0]
chr21:38509871-38510371	ERG	[0]
chr21:38527182-38527682	ERG	[0]
chr21:38566915-38567415	ERG	[0]
chr21:38567586-38568086	ERG	[0]
chr21:38574836-38575336	ERG	[0]
chr21:38581542-38582042	ERG	[0]
chr21:38597604-38598104	ERG	[0]
chr21:38608376-38608876	ERG	[0]
chr21:38613367-38613867	ERG	[0]
chr21:38621753-38622253	ERG	[0]
chr21:38626259-38626759	ERG	[0]
chr21:38639616-38640116	ERG	[0]
chr21:38658528-38659028	ERG	[0]
chr21:38660294-38660794	ERG	[0]
chr21:38661012-38661512	ERG	[0]
chr21:38664701-38665201	ERG	[2988]
chr21:38667466-38667966	ERG	[5753]
chr21:38671324-38671824	ERG	[9611]
chr21:38676431-38676931	ERG	[14718]
chr21:38679575-38680075	ERG	[17862]
chr21:38682973-38683473	ERG	[21260]
chr21:38686845-38687345	ERG	[25132]
chr21:38690347-38690847	ERG	[28634]
chr21:38692513-38693013	ERG	[30800]
chr21:38707325-38707825	ERG	[45612]
chr21:38709076-38709576	ERG	[47363]
chr21:38711335-38711835	ERG	[49622]
chr21:38714964-38715464	ERG	[53251]
chr21:38715775-38716275	ERG	[54062]
chr21:38718461-38718961	ERG	[56748]
chr21:38724988-38725488	ERG	[63275]
chr21:38733896-38734396	ERG	[72183]
chr21:38734557-38735057	ERG	[72844]
chr21:38740774-38741274	ERG	[79061]
chr21:38741578-38742078	ERG	[79865]
chr21:38751589-38752089	ERG	[89876]
chr21:38753670-38754170	ERG	[91957]
chr21:38755750-38756250	ERG	[94037]
chr21:38761098-38761598	ERG	[99385]
chr21:38764992-38765492	ERG	[103279]
chr21:38767060-38767560	ERG	[105347]
chr21:38768460-38768960	ERG	[106747]
chr21:38772130-38772630	ERG	[110417]
chr21:38772677-38773177	ERG	[110964]
chr21:38777097-38777597	ERG	[115384]
chr21:38780871-38781371	ERG	[119158]
chr21:38789357-38789857	ERG	[127644]
chr21:38795074-38795574	ERG	[133361]
chr21:38797351-38797851	ERG	[135638]
chr21:38804758-38805258	ERG	[143045]
chr21:38805523-38806023	ERG	[143810]
chr21:38806188-38806688	ERG	[144475]
chr21:38807900-38808400	ERG	[146187]
chr21:38808573-38809073	ERG	[146860]
chr21:38809129-38809629	ERG	[147416]
chr21:38810525-38811025	ERG	[148812]
chr21:38811218-38811718	ERG	[149505]
chr21:36600324-36600824	HLCS	[-148052]
chr21:36603185-36603685	HLCS	[-145191]
chr21:36612883-36613383	HLCS	[-135493]
chr21:36630678-36631178	HLCS	[-117698]
chr21:36643289-36643789	HLCS	[-105087]
chr21:36644961-36645461	HLCS	[-103415]
chr21:36658368-36658868	HLCS	[-90008]
chr21:36674390-36674890	HLCS	[-73986]
chr21:36695832-36696332	HLCS	[-52544]
chr21:36699264-36699764	HLCS	[-49112]
chr21:36700735-36701235	HLCS	[-47641]
chr21:36702056-36702556	HLCS	[-46320]
chr21:36706210-36706710	HLCS	[-42166]
chr21:36710103-36710603	HLCS	[-38273]
chr21:36719070-36719570	HLCS	[-29306]
chr21:36723926-36724426	HLCS	[-24450]
chr21:36735022-36735522	HLCS	[-13354]
chr21:36738044-36738544	HLCS	[-10332]
chr21:36745949-36746449	HLCS	[-2427]
chr21:36747637-36748137	HLCS	[-739]
chr21:36760585-36761085	HLCS	[0]
chr21:36768098-36768598	HLCS	[0]
chr21:36795837-36796337	HLCS	[0]
chr21:36829886-36830386	HLCS	[0]
chr21:36836877-36837377	HLCS	[0]
chr21:36838520-36839020	HLCS	[0]
chr21:36852357-36852857	HLCS	[0]
